"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"CALIFORNIA","2022","34","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","16","-","100","-","1,831","-","1,889","-","CALIFORNIA",,"20223405659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","35","Campylobacteriosis","100","-","239","-","5,649","-","5,291","-","CALIFORNIA",,"20223501039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","35","Coccidioidomycosis","45","-","229","-","4,414","-","5,687","-","CALIFORNIA",,"20223501459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","35","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223504049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","35","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223504119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","35","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","24","-","100","-","1,962","-","1,956","-","CALIFORNIA",,"20223505659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","36","Campylobacteriosis","152","-","239","-","6,088","-","5,418","-","CALIFORNIA",,"20223601039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","36","Coccidioidomycosis","28","-","229","-","4,649","-","5,827","-","CALIFORNIA",,"20223601459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","36","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223604049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","36","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223604119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","36","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","46","-","106","-","2,146","-","2,045","-","CALIFORNIA",,"20223605659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","37","Campylobacteriosis","122","-","239","-","6,226","-","5,564","-","CALIFORNIA",,"20223701039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","37","Coccidioidomycosis","31","-","227","-","4,846","-","5,987","-","CALIFORNIA",,"20223701459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","37","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223704049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","37","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223704119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","37","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","33","-","110","-","2,230","-","2,145","-","CALIFORNIA",,"20223705659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","38","Campylobacteriosis","143","-","239","-","6,445","-","5,709","-","CALIFORNIA",,"20223801039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","38","Coccidioidomycosis","68","-","228","-","5,197","-","6,187","-","CALIFORNIA",,"20223801459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","38","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223804049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","38","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223804119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","38","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","37","-","117","-","2,381","-","2,227","-","CALIFORNIA",,"20223805659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","39","Campylobacteriosis","115","-","239","-","6,575","-","5,884","-","CALIFORNIA",,"20223901039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","39","Coccidioidomycosis","41","-","228","-","5,431","-","6,369","-","CALIFORNIA",,"20223901459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","39","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223904049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","39","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20223904119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","39","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","33","-","117","-","2,484","-","2,292","-","CALIFORNIA",,"20223905659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","40","Campylobacteriosis","131","-","239","-","6,737","-","6,023","-","CALIFORNIA",,"20224001039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","40","Coccidioidomycosis","96","-","229","-","5,708","-","6,539","-","CALIFORNIA",,"20224001459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","40","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224004049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","40","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224004119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","40","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","27","-","120","-","2,579","-","2,352","-","CALIFORNIA",,"20224005659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","41","Campylobacteriosis","148","-","243","-","7,038","-","6,187","-","CALIFORNIA",,"20224101039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","41","Coccidioidomycosis","70","-","229","-","5,888","-","6,709","-","CALIFORNIA",,"20224101459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","41","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224104049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","41","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224104119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","41","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","33","-","121","-","2,726","-","2,420","-","CALIFORNIA",,"20224105659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","42","Campylobacteriosis","120","-","245","-","7,181","-","6,349","-","CALIFORNIA",,"20224201039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","42","Coccidioidomycosis","33","-","229","-","6,006","-","6,864","-","CALIFORNIA",,"20224201459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","42","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224204049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","42","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224204119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","42","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","23","-","122","-","2,817","-","2,473","-","CALIFORNIA",,"20224205659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","43","Campylobacteriosis","125","-","245","-","7,393","-","6,496","-","CALIFORNIA",,"20224301039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","43","Coccidioidomycosis","44","-","233","-","6,161","-","7,271","-","CALIFORNIA",,"20224301459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","43","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224304049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","43","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224304119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","43","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","30","-","123","-","2,903","-","2,543","-","CALIFORNIA",,"20224305659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","44","Campylobacteriosis","111","-","245","-","7,637","-","8,906","-","CALIFORNIA",,"20224401039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","44","Coccidioidomycosis","54","-","278","-","6,283","-","8,505","-","CALIFORNIA",,"20224401459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","44","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224404049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","44","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224404119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","44","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","24","-","122","-","2,999","-","4,011","-","CALIFORNIA",,"20224405659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","45","Campylobacteriosis","73","-","247","-","7,787","-","9,124","-","CALIFORNIA",,"20224501039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","45","Coccidioidomycosis","29","-","278","-","6,400","-","8,734","-","CALIFORNIA",,"20224501459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","45","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224504049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","45","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224504119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","45","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","17","-","126","-","3,096","-","4,098","-","CALIFORNIA",,"20224505659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","46","Campylobacteriosis","113","-","247","-","7,980","-","9,357","-","CALIFORNIA",,"20224601039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","46","Coccidioidomycosis","22","-","277","-","6,519","-","9,016","-","CALIFORNIA",,"20224601459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","46","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224604049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","46","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224604119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","46","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","10","-","126","-","3,164","-","4,201","-","CALIFORNIA",,"20224605659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","47","Campylobacteriosis","107","-","248","-","8,118","-","9,587","-","CALIFORNIA",,"20224701039","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","47","Coccidioidomycosis","20","-","224","-","6,621","-","9,200","-","CALIFORNIA",,"20224701459","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","47","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224704049","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","47","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224704119","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","47","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","10","-","129","-","3,218","-","4,267","-","CALIFORNIA",,"20224705659","POINT (-119.662127 37.211164)"
"CALIFORNIA","2022","48","Campylobacteriosis","131","-","248","-","8,303","-","7,184","-","CALIFORNIA",,"20224801039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","48","Coccidioidomycosis","37","-","190","-","6,752","-","7,537","-","CALIFORNIA",,"20224801459","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","48","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224804049","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","48","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224804119","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","48","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","28","-","130","-","3,331","-","4,348","-","CALIFORNIA",,"20224805659","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","49","Campylobacteriosis","117","-","248","-","8,588","-","7,318","-","CALIFORNIA",,"20224901039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","49","Coccidioidomycosis","26","-","190","-","6,844","-","7,549","-","CALIFORNIA",,"20224901459","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","49","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224904049","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","49","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20224904119","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","49","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","13","-","132","-","3,374","-","4,419","-","CALIFORNIA",,"20224905659","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","50","Campylobacteriosis","115","-","248","-","8,742","-","7,433","-","CALIFORNIA",,"20225001039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","50","Coccidioidomycosis","20","-","190","-","7,018","-","7,705","-","CALIFORNIA",,"20225001459","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","50","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20225004049","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","50","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20225004119","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","50","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","9","-","133","-","3,425","-","4,488","-","CALIFORNIA",,"20225005659","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","51","Campylobacteriosis","75","-","248","-","8,846","-","7,544","-","CALIFORNIA",,"20225101039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","51","Coccidioidomycosis","26","-","190","-","7,130","-","7,870","-","CALIFORNIA",,"20225101459","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","51","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20225104049","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","51","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20225104119","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","51","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","11","-","133","-","3,470","-","4,553","-","CALIFORNIA",,"20225105659","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","52","Campylobacteriosis","57","-","249","-","9,003","-","7,738","-","CALIFORNIA",,"20225201039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","52","Coccidioidomycosis","18","-","190","-","7,222","-","8,058","-","CALIFORNIA",,"20225201459","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","52","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20225204049","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","52","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20225204119","POINT (-121.49086 38.57944)"
"CALIFORNIA","2022","52","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","11","-","134","-","3,531","-","4,635","-","CALIFORNIA",,"20225205659","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","1","Campylobacteriosis","136","-","248","-","136","-","58","-","CALIFORNIA",,"20230101039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","1","Coccidioidomycosis, Confirmed","25","-","190","-","25","-","73","-","CALIFORNIA",,"20230101529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","1","Coccidioidomycosis, total","25","-","190","-","25","-","73","-","CALIFORNIA",,"20230101669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","1","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230104259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","1","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230104329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","1","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","17","-","135","-","17","-","14","-","CALIFORNIA",,"20230105869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","2","Campylobacteriosis","156","-","249","-","303","-","187","-","CALIFORNIA",,"20230201039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","2","Coccidioidomycosis, Confirmed","44","-","190","-","97","-","229","-","CALIFORNIA",,"20230201529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","2","Coccidioidomycosis, total","44","-","190","-","97","-","229","-","CALIFORNIA",,"20230201669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","2","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230204259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","2","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230204329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","2","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","13","-","135","-","44","-","41","-","CALIFORNIA",,"20230205869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","3","Campylobacteriosis","127","-","249","-","477","-","300","-","CALIFORNIA",,"20230301039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","3","Coccidioidomycosis, Confirmed","23","-","189","-","161","-","396","-","CALIFORNIA",,"20230301529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","3","Coccidioidomycosis, total","23","-","189","-","161","-","396","-","CALIFORNIA",,"20230301669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","3","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230304259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","3","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230304329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","3","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","14","-","136","-","74","-","79","-","CALIFORNIA",,"20230305869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","4","Campylobacteriosis","133","-","249","-","655","-","405","-","CALIFORNIA",,"20230401039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","4","Coccidioidomycosis, Confirmed","53","-","189","-","295","-","563","-","CALIFORNIA",,"20230401529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","4","Coccidioidomycosis, total","53","-","189","-","295","-","563","-","CALIFORNIA",,"20230401669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","4","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230404259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","4","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230404329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","4","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","20","-","136","-","121","-","109","-","CALIFORNIA",,"20230405869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","5","Campylobacteriosis","152","-","255","-","894","-","513","-","CALIFORNIA",,"20230501039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","5","Coccidioidomycosis, Confirmed","35","-","195","-","371","-","719","-","CALIFORNIA",,"20230501529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","5","Coccidioidomycosis, total","35","-","195","-","371","-","719","-","CALIFORNIA",,"20230501669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","5","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230504259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","5","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230504329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","5","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","18","-","136","-","155","-","147","-","CALIFORNIA",,"20230505869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","6","Campylobacteriosis","144","-","254","-","1,078","-","638","-","CALIFORNIA",,"20230601039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","6","Coccidioidomycosis, Confirmed","53","-","195","-","479","-","871","-","CALIFORNIA",,"20230601529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","6","Coccidioidomycosis, total","53","-","195","-","479","-","871","-","CALIFORNIA",,"20230601669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","6","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230604259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","6","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230604329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","6","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","27","-","136","-","216","-","192","-","CALIFORNIA",,"20230605869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","7","Campylobacteriosis","125","-","254","-","1,251","-","758","-","CALIFORNIA",,"20230701039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","7","Coccidioidomycosis, Confirmed","43","-","195","-","559","-","1,008","-","CALIFORNIA",,"20230701529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","7","Coccidioidomycosis, total","43","-","195","-","559","-","1,008","-","CALIFORNIA",,"20230701669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","7","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230704259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","7","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230704329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","7","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","15","-","136","-","248","-","240","-","CALIFORNIA",,"20230705869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","8","Campylobacteriosis","112","-","255","-","1,391","-","897","-","CALIFORNIA",,"20230801039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","8","Coccidioidomycosis, Confirmed","29","-","195","-","613","-","1,159","-","CALIFORNIA",,"20230801529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","8","Coccidioidomycosis, total","29","-","195","-","613","-","1,159","-","CALIFORNIA",,"20230801669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","8","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230804259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","8","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230804329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","8","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","19","-","136","-","309","-","279","-","CALIFORNIA",,"20230805869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","9","Campylobacteriosis","120","-","255","-","1,541","-","1,018","-","CALIFORNIA",,"20230901039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","9","Coccidioidomycosis, Confirmed","50","-","196","-","726","-","1,307","-","CALIFORNIA",,"20230901529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","9","Coccidioidomycosis, total","50","-","196","-","726","-","1,307","-","CALIFORNIA",,"20230901669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","9","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230904259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","9","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20230904329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","9","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","13","-","136","-","361","-","327","-","CALIFORNIA",,"20230905869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","10","Campylobacteriosis","117","-","254","-","1,763","-","1,142","-","CALIFORNIA",,"20231001039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","10","Coccidioidomycosis, Confirmed","39","-","196","-","833","-","1,429","-","CALIFORNIA",,"20231001529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","10","Coccidioidomycosis, total","39","-","196","-","833","-","1,429","-","CALIFORNIA",,"20231001669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","10","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231004259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","10","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231004329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","10","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","15","-","136","-","409","-","375","-","CALIFORNIA",,"20231005869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","11","Campylobacteriosis","121","-","253","-","1,933","-","1,252","-","CALIFORNIA",,"20231101039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","11","Coccidioidomycosis, Confirmed","53","-","196","-","942","-","1,546","-","CALIFORNIA",,"20231101529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","11","Coccidioidomycosis, total","53","-","196","-","942","-","1,546","-","CALIFORNIA",,"20231101669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","11","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231104259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","11","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231104329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","11","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","16","-","137","-","461","-","415","-","CALIFORNIA",,"20231105869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","13","Campylobacteriosis","131","-","254","-","2,335","-","1,516","-","CALIFORNIA",,"20231301039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","13","Coccidioidomycosis, Confirmed","31","-","196","-","1,237","-","1,798","-","CALIFORNIA",,"20231301529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","13","Coccidioidomycosis, total","31","-","196","-","1,237","-","1,798","-","CALIFORNIA",,"20231301669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","13","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231304259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","13","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231304329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","13","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","17","-","137","-","568","-","511","-","CALIFORNIA",,"20231305869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","14","Campylobacteriosis","169","-","253","-","2,557","-","1,656","-","CALIFORNIA",,"20231401039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","14","Coccidioidomycosis, Confirmed","49","-","196","-","1,405","-","1,985","-","CALIFORNIA",,"20231401529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","14","Coccidioidomycosis, total","49","-","196","-","1,405","-","1,985","-","CALIFORNIA",,"20231401669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","14","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231404259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","14","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231404329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","14","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","9","-","137","-","609","-","561","-","CALIFORNIA",,"20231405869","POINT (-121.49086 38.57944)"
