REGION,YEAR,WEEK,LABEL,TOTAL CASES
CALIFORNIA,2024,3,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),19.0
CALIFORNIA,2024,4,Campylobacteriosis,148.0
CALIFORNIA,2024,4,"Coccidioidomycosis, Confirmed",52.0
CALIFORNIA,2024,4,"Coccidioidomycosis, total",52.0
CALIFORNIA,2024,4,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),21.0
CALIFORNIA,2024,5,Campylobacteriosis,138.0
CALIFORNIA,2024,5,"Coccidioidomycosis, Confirmed",94.0
CALIFORNIA,2024,5,"Coccidioidomycosis, total",94.0
CALIFORNIA,2024,5,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),19.0
CALIFORNIA,2024,6,Campylobacteriosis,141.0
CALIFORNIA,2024,6,"Coccidioidomycosis, Confirmed",82.0
CALIFORNIA,2024,6,"Coccidioidomycosis, total",82.0
CALIFORNIA,2024,6,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),14.0
CALIFORNIA,2024,7,Campylobacteriosis,152.0
CALIFORNIA,2024,7,"Coccidioidomycosis, Confirmed",61.0
CALIFORNIA,2024,7,"Coccidioidomycosis, total",61.0
CALIFORNIA,2024,7,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),16.0
CALIFORNIA,2024,8,Campylobacteriosis,129.0
CALIFORNIA,2024,8,"Coccidioidomycosis, Confirmed",85.0
CALIFORNIA,2024,8,"Coccidioidomycosis, total",85.0
CALIFORNIA,2024,8,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),15.0
CALIFORNIA,2024,9,Campylobacteriosis,154.0
CALIFORNIA,2024,9,"Coccidioidomycosis, Confirmed",79.0
CALIFORNIA,2024,9,"Coccidioidomycosis, total",79.0
CALIFORNIA,2024,9,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),12.0
CALIFORNIA,2024,10,Campylobacteriosis,131.0
CALIFORNIA,2024,10,"Coccidioidomycosis, Confirmed",74.0
CALIFORNIA,2024,10,"Coccidioidomycosis, total",74.0
CALIFORNIA,2024,10,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),9.0
CALIFORNIA,2024,11,Campylobacteriosis,132.0
CALIFORNIA,2024,11,"Coccidioidomycosis, Confirmed",48.0
CALIFORNIA,2024,11,"Coccidioidomycosis, total",48.0
CALIFORNIA,2024,11,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),16.0
CALIFORNIA,2024,12,Campylobacteriosis,127.0
CALIFORNIA,2024,12,"Coccidioidomycosis, Confirmed",50.0
CALIFORNIA,2024,12,"Coccidioidomycosis, total",50.0
CALIFORNIA,2024,12,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),13.0
CALIFORNIA,2024,13,Campylobacteriosis,127.0
CALIFORNIA,2024,13,"Coccidioidomycosis, Confirmed",22.0
CALIFORNIA,2024,13,"Coccidioidomycosis, total",22.0
CALIFORNIA,2024,13,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),9.0
CALIFORNIA,2024,14,Campylobacteriosis,167.0
CALIFORNIA,2024,14,"Coccidioidomycosis, Confirmed",27.0
CALIFORNIA,2024,14,"Coccidioidomycosis, total",27.0
CALIFORNIA,2024,14,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),16.0
CALIFORNIA,2024,15,Campylobacteriosis,155.0
CALIFORNIA,2024,15,"Coccidioidomycosis, Confirmed",54.0
CALIFORNIA,2024,15,"Coccidioidomycosis, total",54.0
CALIFORNIA,2024,15,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),14.0
CALIFORNIA,2024,16,Campylobacteriosis,140.0
CALIFORNIA,2024,16,"Coccidioidomycosis, Confirmed",32.0
CALIFORNIA,2024,16,"Coccidioidomycosis, total",32.0
CALIFORNIA,2024,16,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),18.0
CALIFORNIA,2024,17,Campylobacteriosis,134.0
CALIFORNIA,2024,17,"Coccidioidomycosis, Confirmed",16.0
CALIFORNIA,2024,17,"Coccidioidomycosis, total",16.0
CALIFORNIA,2024,17,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,18,Campylobacteriosis,156.0
CALIFORNIA,2024,18,"Coccidioidomycosis, Confirmed",41.0
CALIFORNIA,2024,18,"Coccidioidomycosis, total",41.0
CALIFORNIA,2024,18,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,19,Campylobacteriosis,177.0
CALIFORNIA,2024,19,"Coccidioidomycosis, Confirmed",52.0
CALIFORNIA,2024,19,"Coccidioidomycosis, total",52.0
CALIFORNIA,2024,19,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,20,Campylobacteriosis,194.0
CALIFORNIA,2024,20,"Coccidioidomycosis, Confirmed",39.0
CALIFORNIA,2024,20,"Coccidioidomycosis, total",39.0
CALIFORNIA,2024,20,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,21,Campylobacteriosis,182.0
CALIFORNIA,2024,21,"Coccidioidomycosis, Confirmed",40.0
CALIFORNIA,2024,21,"Coccidioidomycosis, total",40.0
CALIFORNIA,2024,21,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,22,Campylobacteriosis,201.0
CALIFORNIA,2024,22,"Coccidioidomycosis, Confirmed",35.0
CALIFORNIA,2024,22,"Coccidioidomycosis, total",35.0
CALIFORNIA,2024,22,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,23,Campylobacteriosis,227.0
CALIFORNIA,2024,23,"Coccidioidomycosis, Confirmed",38.0
CALIFORNIA,2024,23,"Coccidioidomycosis, total",38.0
CALIFORNIA,2024,23,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,24,Campylobacteriosis,211.0
CALIFORNIA,2024,24,"Coccidioidomycosis, Confirmed",44.0
CALIFORNIA,2024,24,"Coccidioidomycosis, total",44.0
CALIFORNIA,2024,24,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,25,Campylobacteriosis,228.0
CALIFORNIA,2024,25,"Coccidioidomycosis, Confirmed",61.0
CALIFORNIA,2024,25,"Coccidioidomycosis, total",61.0
CALIFORNIA,2024,25,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,26,Campylobacteriosis,189.0
CALIFORNIA,2024,26,"Coccidioidomycosis, Confirmed",37.0
CALIFORNIA,2024,26,"Coccidioidomycosis, total",37.0
CALIFORNIA,2024,26,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,27,Campylobacteriosis,184.0
CALIFORNIA,2024,27,"Coccidioidomycosis, Confirmed",22.0
CALIFORNIA,2024,27,"Coccidioidomycosis, total",22.0
CALIFORNIA,2024,27,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,28,Campylobacteriosis,210.0
CALIFORNIA,2024,28,"Coccidioidomycosis, Confirmed",54.0
CALIFORNIA,2024,28,"Coccidioidomycosis, total",54.0
CALIFORNIA,2024,28,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,29,Campylobacteriosis,197.0
CALIFORNIA,2024,29,"Coccidioidomycosis, Confirmed",44.0
CALIFORNIA,2024,29,"Coccidioidomycosis, total",44.0
CALIFORNIA,2024,29,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,30,Campylobacteriosis,167.0
CALIFORNIA,2024,30,"Coccidioidomycosis, Confirmed",39.0
CALIFORNIA,2024,30,"Coccidioidomycosis, total",39.0
CALIFORNIA,2024,30,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,31,Campylobacteriosis,175.0
CALIFORNIA,2024,31,"Coccidioidomycosis, Confirmed",45.0
CALIFORNIA,2024,31,"Coccidioidomycosis, total",45.0
CALIFORNIA,2024,31,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,32,Campylobacteriosis,187.0
CALIFORNIA,2024,32,"Coccidioidomycosis, Confirmed",56.0
CALIFORNIA,2024,32,"Coccidioidomycosis, total",56.0
CALIFORNIA,2024,32,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,33,Campylobacteriosis,186.0
CALIFORNIA,2024,33,"Coccidioidomycosis, Confirmed",53.0
CALIFORNIA,2024,33,"Coccidioidomycosis, total",53.0
CALIFORNIA,2024,33,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,34,Campylobacteriosis,182.0
CALIFORNIA,2024,34,"Coccidioidomycosis, Confirmed",64.0
CALIFORNIA,2024,34,"Coccidioidomycosis, total",64.0
CALIFORNIA,2024,34,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,35,Campylobacteriosis,156.0
CALIFORNIA,2024,35,"Coccidioidomycosis, Confirmed",46.0
CALIFORNIA,2024,35,"Coccidioidomycosis, total",46.0
CALIFORNIA,2024,35,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,36,Campylobacteriosis,164.0
CALIFORNIA,2024,36,"Coccidioidomycosis, Confirmed",48.0
CALIFORNIA,2024,36,"Coccidioidomycosis, total",48.0
CALIFORNIA,2024,36,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,37,Campylobacteriosis,137.0
CALIFORNIA,2024,37,"Coccidioidomycosis, Confirmed",49.0
CALIFORNIA,2024,37,"Coccidioidomycosis, total",49.0
CALIFORNIA,2024,37,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,38,Campylobacteriosis,159.0
CALIFORNIA,2024,38,"Coccidioidomycosis, Confirmed",44.0
CALIFORNIA,2024,38,"Coccidioidomycosis, total",44.0
CALIFORNIA,2024,38,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,39,Campylobacteriosis,165.0
CALIFORNIA,2024,39,"Coccidioidomycosis, Confirmed",54.0
CALIFORNIA,2024,39,"Coccidioidomycosis, total",54.0
CALIFORNIA,2024,39,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,40,Campylobacteriosis,142.0
CALIFORNIA,2024,40,"Coccidioidomycosis, Confirmed",70.0
CALIFORNIA,2024,40,"Coccidioidomycosis, total",70.0
CALIFORNIA,2024,40,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,41,Campylobacteriosis,80.0
CALIFORNIA,2024,41,"Coccidioidomycosis, Confirmed",36.0
CALIFORNIA,2024,41,"Coccidioidomycosis, total",36.0
CALIFORNIA,2024,41,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,42,Campylobacteriosis,139.0
CALIFORNIA,2024,42,"Coccidioidomycosis, Confirmed",69.0
CALIFORNIA,2024,42,"Coccidioidomycosis, total",69.0
CALIFORNIA,2024,42,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),37.0
CALIFORNIA,2024,43,Campylobacteriosis,134.0
CALIFORNIA,2024,43,"Coccidioidomycosis, Confirmed",70.0
CALIFORNIA,2024,43,"Coccidioidomycosis, total",70.0
CALIFORNIA,2024,43,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),27.0
CALIFORNIA,2024,44,Campylobacteriosis,131.0
CALIFORNIA,2024,44,"Coccidioidomycosis, Confirmed",21.0
CALIFORNIA,2024,44,"Coccidioidomycosis, total",21.0
CALIFORNIA,2024,44,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),33.0
CALIFORNIA,2024,45,Campylobacteriosis,91.0
CALIFORNIA,2024,45,"Coccidioidomycosis, Confirmed",35.0
CALIFORNIA,2024,45,"Coccidioidomycosis, total",35.0
CALIFORNIA,2024,45,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),15.0
CALIFORNIA,2024,46,Campylobacteriosis,139.0
CALIFORNIA,2024,46,"Coccidioidomycosis, Confirmed",51.0
CALIFORNIA,2024,46,"Coccidioidomycosis, total",51.0
CALIFORNIA,2024,46,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),23.0
CALIFORNIA,2024,47,Campylobacteriosis,155.0
CALIFORNIA,2024,47,"Coccidioidomycosis, Confirmed",70.0
CALIFORNIA,2024,47,"Coccidioidomycosis, total",70.0
CALIFORNIA,2024,47,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),17.0
CALIFORNIA,2024,48,Campylobacteriosis,131.0
CALIFORNIA,2024,48,"Coccidioidomycosis, Confirmed",26.0
CALIFORNIA,2024,48,"Coccidioidomycosis, total",26.0
CALIFORNIA,2024,48,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),14.0
CALIFORNIA,2024,49,Campylobacteriosis,177.0
CALIFORNIA,2024,49,"Coccidioidomycosis, Confirmed",92.0
CALIFORNIA,2024,49,"Coccidioidomycosis, total",92.0
CALIFORNIA,2024,49,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),31.0
CALIFORNIA,2024,50,Campylobacteriosis,131.0
CALIFORNIA,2024,50,"Coccidioidomycosis, Confirmed",63.0
CALIFORNIA,2024,50,"Coccidioidomycosis, total",63.0
CALIFORNIA,2024,50,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),21.0
CALIFORNIA,2024,51,Campylobacteriosis,127.0
CALIFORNIA,2024,51,"Coccidioidomycosis, Confirmed",64.0
CALIFORNIA,2024,51,"Coccidioidomycosis, total",64.0
CALIFORNIA,2024,51,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),29.0
CALIFORNIA,2024,52,Campylobacteriosis,80.0
CALIFORNIA,2024,52,"Coccidioidomycosis, Confirmed",19.0
CALIFORNIA,2024,52,"Coccidioidomycosis, total",19.0
CALIFORNIA,2024,52,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),11.0
California,2025,1,Campylobacteriosis,55.0
California,2025,1,"Coccidioidomycosis, Confirmed",17.0
California,2025,1,"Coccidioidomycosis, Total",17.0
California,2025,1,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),8.0
California,2025,2,Campylobacteriosis,115.0
California,2025,2,"Coccidioidomycosis, Confirmed",56.0
California,2025,2,"Coccidioidomycosis, Total",56.0
California,2025,2,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),29.0
California,2025,3,Campylobacteriosis,111.0
California,2025,3,"Coccidioidomycosis, Confirmed",46.0
California,2025,3,"Coccidioidomycosis, Total",46.0
California,2025,3,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),9.0
California,2025,4,Campylobacteriosis,97.0
California,2025,4,"Coccidioidomycosis, Confirmed",39.0
California,2025,4,"Coccidioidomycosis, Total",39.0
California,2025,4,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),16.0
California,2025,5,Campylobacteriosis,122.0
California,2025,5,"Coccidioidomycosis, Confirmed",55.0
California,2025,5,"Coccidioidomycosis, Total",55.0
California,2025,5,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),20.0
California,2025,6,Campylobacteriosis,127.0
California,2025,6,"Coccidioidomycosis, Confirmed",53.0
California,2025,6,"Coccidioidomycosis, Total",53.0
California,2025,6,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),5.0
California,2025,7,Campylobacteriosis,115.0
California,2025,7,"Coccidioidomycosis, Confirmed",78.0
California,2025,7,"Coccidioidomycosis, Total",78.0
California,2025,7,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),18.0
California,2025,8,Campylobacteriosis,111.0
California,2025,8,"Coccidioidomycosis, Confirmed",86.0
California,2025,8,"Coccidioidomycosis, Total",86.0
California,2025,8,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),13.0
California,2025,9,Campylobacteriosis,143.0
California,2025,9,"Coccidioidomycosis, Confirmed",63.0
California,2025,9,"Coccidioidomycosis, Total",63.0
California,2025,9,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),23.0
California,2025,10,Campylobacteriosis,135.0
California,2025,10,"Coccidioidomycosis, Confirmed",59.0
California,2025,10,"Coccidioidomycosis, Total",59.0
California,2025,10,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),21.0
California,2025,11,Campylobacteriosis,137.0
California,2025,11,"Coccidioidomycosis, Confirmed",52.0
California,2025,11,"Coccidioidomycosis, Total",52.0
California,2025,11,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),20.0
California,2025,12,Campylobacteriosis,154.0
California,2025,12,"Coccidioidomycosis, Confirmed",50.0
California,2025,12,"Coccidioidomycosis, Total",50.0
California,2025,12,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),7.0
California,2025,13,Campylobacteriosis,125.0
California,2025,13,"Coccidioidomycosis, Confirmed",29.0
California,2025,13,"Coccidioidomycosis, Total",29.0
California,2025,13,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),18.0
California,2025,14,Campylobacteriosis,145.0
California,2025,14,"Coccidioidomycosis, Confirmed",57.0
California,2025,14,"Coccidioidomycosis, Total",57.0
California,2025,14,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),26.0
California,2025,15,Campylobacteriosis,151.0
California,2025,15,"Coccidioidomycosis, Confirmed",47.0
California,2025,15,"Coccidioidomycosis, Total",47.0
California,2025,15,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),37.0
California,2025,16,Campylobacteriosis,106.0
California,2025,16,"Coccidioidomycosis, Confirmed",45.0
California,2025,16,"Coccidioidomycosis, Total",45.0
California,2025,16,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),18.0
California,2025,17,Campylobacteriosis,155.0
California,2025,17,"Coccidioidomycosis, Confirmed",63.0
California,2025,17,"Coccidioidomycosis, Total",63.0
California,2025,17,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),39.0
California,2025,18,Campylobacteriosis,100.0
California,2025,18,"Coccidioidomycosis, Confirmed",58.0
California,2025,18,"Coccidioidomycosis, Total",58.0
California,2025,18,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),31.0
California,2025,19,Campylobacteriosis,151.0
California,2025,19,"Coccidioidomycosis, Confirmed",66.0
California,2025,19,"Coccidioidomycosis, Total",66.0
California,2025,19,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),23.0
California,2025,20,Campylobacteriosis,181.0
California,2025,20,"Coccidioidomycosis, Confirmed",67.0
California,2025,20,"Coccidioidomycosis, Total",67.0
California,2025,20,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),47.0
California,2025,21,Campylobacteriosis,202.0
California,2025,21,"Coccidioidomycosis, Confirmed",51.0
California,2025,21,"Coccidioidomycosis, Total",51.0
California,2025,21,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),38.0
California,2025,22,Campylobacteriosis,173.0
California,2025,22,"Coccidioidomycosis, Confirmed",66.0
California,2025,22,"Coccidioidomycosis, Total",66.0
California,2025,22,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),27.0
California,2025,23,Campylobacteriosis,207.0
California,2025,23,"Coccidioidomycosis, Confirmed",74.0
California,2025,23,"Coccidioidomycosis, Total",74.0
California,2025,23,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),41.0
California,2025,24,Campylobacteriosis,236.0
California,2025,24,"Coccidioidomycosis, Confirmed",55.0
California,2025,24,"Coccidioidomycosis, Total",55.0
California,2025,24,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),34.0
California,2025,25,Campylobacteriosis,200.0
California,2025,25,"Coccidioidomycosis, Confirmed",78.0
California,2025,25,"Coccidioidomycosis, Total",78.0
California,2025,25,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),39.0
California,2025,26,Campylobacteriosis,195.0
California,2025,26,"Coccidioidomycosis, Confirmed",69.0
California,2025,26,"Coccidioidomycosis, Total",69.0
California,2025,26,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),40.0
California,2025,27,Campylobacteriosis,214.0
California,2025,27,"Coccidioidomycosis, Confirmed",46.0
California,2025,27,"Coccidioidomycosis, Total",46.0
California,2025,27,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),32.0
California,2025,28,Campylobacteriosis,253.0
California,2025,28,"Coccidioidomycosis, Confirmed",67.0
California,2025,28,"Coccidioidomycosis, Total",67.0
California,2025,28,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),44.0
California,2025,29,Campylobacteriosis,210.0
California,2025,29,"Coccidioidomycosis, Confirmed",54.0
California,2025,29,"Coccidioidomycosis, Total",54.0
California,2025,29,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),48.0
California,2025,30,Campylobacteriosis,187.0
California,2025,30,"Coccidioidomycosis, Confirmed",52.0
California,2025,30,"Coccidioidomycosis, Total",52.0
California,2025,30,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),41.0
California,2025,31,Campylobacteriosis,191.0
California,2025,31,"Coccidioidomycosis, Confirmed",50.0
California,2025,31,"Coccidioidomycosis, Total",50.0
California,2025,31,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),34.0
California,2025,32,Campylobacteriosis,202.0
California,2025,32,"Coccidioidomycosis, Confirmed",67.0
California,2025,32,"Coccidioidomycosis, Total",67.0
California,2025,32,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),51.0
California,2025,33,Campylobacteriosis,217.0
California,2025,33,"Coccidioidomycosis, Confirmed",82.0
California,2025,33,"Coccidioidomycosis, Total",82.0
California,2025,33,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),41.0
California,2025,34,Campylobacteriosis,176.0
California,2025,34,"Coccidioidomycosis, Confirmed",58.0
California,2025,34,"Coccidioidomycosis, Total",58.0
California,2025,34,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),40.0
California,2025,35,Campylobacteriosis,115.0
California,2025,35,"Coccidioidomycosis, Confirmed",26.0
California,2025,35,"Coccidioidomycosis, Total",26.0
California,2025,35,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),13.0
California,2025,36,Campylobacteriosis,150.0
California,2025,36,"Coccidioidomycosis, Confirmed",40.0
California,2025,36,"Coccidioidomycosis, Total",40.0
California,2025,36,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),30.0
California,2025,37,Campylobacteriosis,123.0
California,2025,37,"Coccidioidomycosis, Confirmed",55.0
California,2025,37,"Coccidioidomycosis, Total",55.0
California,2025,37,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),50.0
California,2025,38,Campylobacteriosis,180.0
California,2025,38,"Coccidioidomycosis, Confirmed",65.0
California,2025,38,"Coccidioidomycosis, Total",65.0
California,2025,38,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),42.0
